model,cv_score,model_info
"RandomForestRegressor(input_matrix, RandomForestRegressor__bootstrap=False, RandomForestRegressor__max_features=0.3, RandomForestRegressor__min_samples_leaf=20, RandomForestRegressor__min_samples_split=13, RandomForestRegressor__n_estimators=100)",-2945214392658.923,"{'generation': 5, 'mutation_count': 2, 'crossover_count': 0, 'predecessor': ('RandomForestRegressor(input_matrix, RandomForestRegressor__bootstrap=True, RandomForestRegressor__max_features=0.3, RandomForestRegressor__min_samples_leaf=20, RandomForestRegressor__min_samples_split=13, RandomForestRegressor__n_estimators=100)',), 'operator_count': 1, 'internal_cv_score': -2945214392658.923}"
"RandomForestRegressor(MinMaxScaler(input_matrix), RandomForestRegressor__bootstrap=True, RandomForestRegressor__max_features=0.5, RandomForestRegressor__min_samples_leaf=17, RandomForestRegressor__min_samples_split=18, RandomForestRegressor__n_estimators=100)",-2947473030894.9834,"{'generation': 5, 'mutation_count': 2, 'crossover_count': 1, 'predecessor': ('RandomForestRegressor(input_matrix, RandomForestRegressor__bootstrap=True, RandomForestRegressor__max_features=0.5, RandomForestRegressor__min_samples_leaf=17, RandomForestRegressor__min_samples_split=18, RandomForestRegressor__n_estimators=100)',), 'operator_count': 2, 'internal_cv_score': -2947473030894.9834}"
"RandomForestRegressor(input_matrix, RandomForestRegressor__bootstrap=True, RandomForestRegressor__max_features=0.5, RandomForestRegressor__min_samples_leaf=16, RandomForestRegressor__min_samples_split=13, RandomForestRegressor__n_estimators=100)",-2947594837607.622,"{'generation': 5, 'mutation_count': 2, 'crossover_count': 0, 'predecessor': ('RandomForestRegressor(input_matrix, RandomForestRegressor__bootstrap=True, RandomForestRegressor__max_features=0.5, RandomForestRegressor__min_samples_leaf=13, RandomForestRegressor__min_samples_split=13, RandomForestRegressor__n_estimators=100)',), 'operator_count': 1, 'internal_cv_score': -2947594837607.622}"
"RandomForestRegressor(input_matrix, RandomForestRegressor__bootstrap=True, RandomForestRegressor__max_features=0.5, RandomForestRegressor__min_samples_leaf=20, RandomForestRegressor__min_samples_split=13, RandomForestRegressor__n_estimators=100)",-2951336649711.422,"{'generation': 0, 'mutation_count': 0, 'crossover_count': 0, 'predecessor': ('ROOT',), 'operator_count': 1, 'internal_cv_score': -2951336649711.422}"
"ExtraTreesRegressor(RobustScaler(input_matrix), ExtraTreesRegressor__bootstrap=False, ExtraTreesRegressor__max_features=0.7000000000000001, ExtraTreesRegressor__min_samples_leaf=11, ExtraTreesRegressor__min_samples_split=19, ExtraTreesRegressor__n_estimators=100)",-2954504387532.7163,"{'generation': 5, 'mutation_count': 2, 'crossover_count': 2, 'predecessor': ('ExtraTreesRegressor(input_matrix, ExtraTreesRegressor__bootstrap=False, ExtraTreesRegressor__max_features=0.7000000000000001, ExtraTreesRegressor__min_samples_leaf=11, ExtraTreesRegressor__min_samples_split=19, ExtraTreesRegressor__n_estimators=100)',), 'operator_count': 2, 'internal_cv_score': -2954504387532.7163}"
"RandomForestRegressor(input_matrix, RandomForestRegressor__bootstrap=False, RandomForestRegressor__max_features=0.25, RandomForestRegressor__min_samples_leaf=16, RandomForestRegressor__min_samples_split=11, RandomForestRegressor__n_estimators=100)",-2955900760858.897,"{'generation': 0, 'mutation_count': 0, 'crossover_count': 0, 'predecessor': ('ROOT',), 'operator_count': 1, 'internal_cv_score': -2955900760858.897}"
"RandomForestRegressor(input_matrix, RandomForestRegressor__bootstrap=True, RandomForestRegressor__max_features=0.5, RandomForestRegressor__min_samples_leaf=17, RandomForestRegressor__min_samples_split=18, RandomForestRegressor__n_estimators=100)",-2956607532287.776,"{'generation': 4, 'mutation_count': 1, 'crossover_count': 1, 'predecessor': ('RandomForestRegressor(input_matrix, RandomForestRegressor__bootstrap=True, RandomForestRegressor__max_features=0.5, RandomForestRegressor__min_samples_leaf=20, RandomForestRegressor__min_samples_split=18, RandomForestRegressor__n_estimators=100)', 'RandomForestRegressor(input_matrix, RandomForestRegressor__bootstrap=False, RandomForestRegressor__max_features=0.05, RandomForestRegressor__min_samples_leaf=17, RandomForestRegressor__min_samples_split=16, RandomForestRegressor__n_estimators=100)'), 'operator_count': 1, 'internal_cv_score': -2956607532287.776}"
"ExtraTreesRegressor(MaxAbsScaler(RidgeCV(input_matrix)), ExtraTreesRegressor__bootstrap=True, ExtraTreesRegressor__max_features=0.15000000000000002, ExtraTreesRegressor__min_samples_leaf=6, ExtraTreesRegressor__min_samples_split=15, ExtraTreesRegressor__n_estimators=100)",-2956829891683.6753,"{'generation': 2, 'mutation_count': 1, 'crossover_count': 0, 'predecessor': ('ExtraTreesRegressor(MaxAbsScaler(input_matrix), ExtraTreesRegressor__bootstrap=True, ExtraTreesRegressor__max_features=0.15000000000000002, ExtraTreesRegressor__min_samples_leaf=6, ExtraTreesRegressor__min_samples_split=15, ExtraTreesRegressor__n_estimators=100)',), 'operator_count': 3, 'internal_cv_score': -2956829891683.6753}"
"ExtraTreesRegressor(RidgeCV(input_matrix), ExtraTreesRegressor__bootstrap=True, ExtraTreesRegressor__max_features=0.15000000000000002, ExtraTreesRegressor__min_samples_leaf=6, ExtraTreesRegressor__min_samples_split=15, ExtraTreesRegressor__n_estimators=100)",-2957121170015.835,"{'generation': 4, 'mutation_count': 2, 'crossover_count': 0, 'predecessor': ('ExtraTreesRegressor(MaxAbsScaler(RidgeCV(input_matrix)), ExtraTreesRegressor__bootstrap=True, ExtraTreesRegressor__max_features=0.15000000000000002, ExtraTreesRegressor__min_samples_leaf=6, ExtraTreesRegressor__min_samples_split=15, ExtraTreesRegressor__n_estimators=100)',), 'operator_count': 2, 'internal_cv_score': -2957121170015.835}"
"ExtraTreesRegressor(AdaBoostRegressor(input_matrix, AdaBoostRegressor__learning_rate=0.001, AdaBoostRegressor__loss=exponential, AdaBoostRegressor__n_estimators=100), ExtraTreesRegressor__bootstrap=True, ExtraTreesRegressor__max_features=0.6000000000000001, ExtraTreesRegressor__min_samples_leaf=7, ExtraTreesRegressor__min_samples_split=15, ExtraTreesRegressor__n_estimators=100)",-2957782784772.4067,"{'generation': 5, 'mutation_count': 3, 'crossover_count': 0, 'predecessor': ('ExtraTreesRegressor(AdaBoostRegressor(input_matrix, AdaBoostRegressor__learning_rate=0.001, AdaBoostRegressor__loss=exponential, AdaBoostRegressor__n_estimators=100), ExtraTreesRegressor__bootstrap=True, ExtraTreesRegressor__max_features=0.15000000000000002, ExtraTreesRegressor__min_samples_leaf=7, ExtraTreesRegressor__min_samples_split=15, ExtraTreesRegressor__n_estimators=100)',), 'operator_count': 2, 'internal_cv_score': -2957782784772.4067}"
"RandomForestRegressor(input_matrix, RandomForestRegressor__bootstrap=True, RandomForestRegressor__max_features=0.3, RandomForestRegressor__min_samples_leaf=20, RandomForestRegressor__min_samples_split=13, RandomForestRegressor__n_estimators=100)",-2958274550059.247,"{'generation': 4, 'mutation_count': 1, 'crossover_count': 0, 'predecessor': ('RandomForestRegressor(input_matrix, RandomForestRegressor__bootstrap=True, RandomForestRegressor__max_features=0.5, RandomForestRegressor__min_samples_leaf=20, RandomForestRegressor__min_samples_split=13, RandomForestRegressor__n_estimators=100)',), 'operator_count': 1, 'internal_cv_score': -2958274550059.247}"
"ExtraTreesRegressor(input_matrix, ExtraTreesRegressor__bootstrap=False, ExtraTreesRegressor__max_features=0.7000000000000001, ExtraTreesRegressor__min_samples_leaf=11, ExtraTreesRegressor__min_samples_split=19, ExtraTreesRegressor__n_estimators=100)",-2961179475710.853,"{'generation': 4, 'mutation_count': 1, 'crossover_count': 2, 'predecessor': ('ExtraTreesRegressor(input_matrix, ExtraTreesRegressor__bootstrap=True, ExtraTreesRegressor__max_features=0.7000000000000001, ExtraTreesRegressor__min_samples_leaf=11, ExtraTreesRegressor__min_samples_split=19, ExtraTreesRegressor__n_estimators=100)', 'ExtraTreesRegressor(input_matrix, ExtraTreesRegressor__bootstrap=False, ExtraTreesRegressor__max_features=0.15000000000000002, ExtraTreesRegressor__min_samples_leaf=6, ExtraTreesRegressor__min_samples_split=2, ExtraTreesRegressor__n_estimators=100)'), 'operator_count': 1, 'internal_cv_score': -2961179475710.853}"
"ExtraTreesRegressor(input_matrix, ExtraTreesRegressor__bootstrap=False, ExtraTreesRegressor__max_features=0.55, ExtraTreesRegressor__min_samples_leaf=10, ExtraTreesRegressor__min_samples_split=2, ExtraTreesRegressor__n_estimators=100)",-2961386544975.3193,"{'generation': 4, 'mutation_count': 3, 'crossover_count': 0, 'predecessor': ('ExtraTreesRegressor(input_matrix, ExtraTreesRegressor__bootstrap=False, ExtraTreesRegressor__max_features=0.55, ExtraTreesRegressor__min_samples_leaf=5, ExtraTreesRegressor__min_samples_split=2, ExtraTreesRegressor__n_estimators=100)',), 'operator_count': 1, 'internal_cv_score': -2961386544975.3193}"
"ExtraTreesRegressor(input_matrix, ExtraTreesRegressor__bootstrap=False, ExtraTreesRegressor__max_features=0.55, ExtraTreesRegressor__min_samples_leaf=6, ExtraTreesRegressor__min_samples_split=19, ExtraTreesRegressor__n_estimators=100)",-2961985792661.593,"{'generation': 5, 'mutation_count': 4, 'crossover_count': 1, 'predecessor': ('ExtraTreesRegressor(input_matrix, ExtraTreesRegressor__bootstrap=False, ExtraTreesRegressor__max_features=0.55, ExtraTreesRegressor__min_samples_leaf=6, ExtraTreesRegressor__min_samples_split=4, ExtraTreesRegressor__n_estimators=100)', 'ExtraTreesRegressor(RidgeCV(input_matrix), ExtraTreesRegressor__bootstrap=False, ExtraTreesRegressor__max_features=0.7000000000000001, ExtraTreesRegressor__min_samples_leaf=11, ExtraTreesRegressor__min_samples_split=19, ExtraTreesRegressor__n_estimators=100)'), 'operator_count': 1, 'internal_cv_score': -2961985792661.593}"
"ExtraTreesRegressor(input_matrix, ExtraTreesRegressor__bootstrap=False, ExtraTreesRegressor__max_features=0.55, ExtraTreesRegressor__min_samples_leaf=10, ExtraTreesRegressor__min_samples_split=4, ExtraTreesRegressor__n_estimators=100)",-2962285479651.6665,"{'generation': 5, 'mutation_count': 3, 'crossover_count': 0, 'predecessor': ('ExtraTreesRegressor(input_matrix, ExtraTreesRegressor__bootstrap=False, ExtraTreesRegressor__max_features=0.55, ExtraTreesRegressor__min_samples_leaf=6, ExtraTreesRegressor__min_samples_split=4, ExtraTreesRegressor__n_estimators=100)',), 'operator_count': 1, 'internal_cv_score': -2962285479651.6665}"
"ExtraTreesRegressor(input_matrix, ExtraTreesRegressor__bootstrap=False, ExtraTreesRegressor__max_features=0.55, ExtraTreesRegressor__min_samples_leaf=11, ExtraTreesRegressor__min_samples_split=2, ExtraTreesRegressor__n_estimators=100)",-2963201876994.677,"{'generation': 4, 'mutation_count': 3, 'crossover_count': 0, 'predecessor': ('ExtraTreesRegressor(input_matrix, ExtraTreesRegressor__bootstrap=False, ExtraTreesRegressor__max_features=0.55, ExtraTreesRegressor__min_samples_leaf=5, ExtraTreesRegressor__min_samples_split=2, ExtraTreesRegressor__n_estimators=100)',), 'operator_count': 1, 'internal_cv_score': -2963201876994.677}"
"ExtraTreesRegressor(ZeroCount(input_matrix), ExtraTreesRegressor__bootstrap=True, ExtraTreesRegressor__max_features=0.9000000000000001, ExtraTreesRegressor__min_samples_leaf=3, ExtraTreesRegressor__min_samples_split=20, ExtraTreesRegressor__n_estimators=100)",-2963626042658.274,"{'generation': 4, 'mutation_count': 4, 'crossover_count': 0, 'predecessor': ('ExtraTreesRegressor(ZeroCount(input_matrix), ExtraTreesRegressor__bootstrap=True, ExtraTreesRegressor__max_features=0.15000000000000002, ExtraTreesRegressor__min_samples_leaf=10, ExtraTreesRegressor__min_samples_split=15, ExtraTreesRegressor__n_estimators=100)',), 'operator_count': 2, 'internal_cv_score': -2963626042658.274}"
"RandomForestRegressor(input_matrix, RandomForestRegressor__bootstrap=True, RandomForestRegressor__max_features=0.5, RandomForestRegressor__min_samples_leaf=20, RandomForestRegressor__min_samples_split=18, RandomForestRegressor__n_estimators=100)",-2963879634980.986,"{'generation': 3, 'mutation_count': 1, 'crossover_count': 0, 'predecessor': ('RandomForestRegressor(input_matrix, RandomForestRegressor__bootstrap=True, RandomForestRegressor__max_features=0.5, RandomForestRegressor__min_samples_leaf=20, RandomForestRegressor__min_samples_split=13, RandomForestRegressor__n_estimators=100)',), 'operator_count': 1, 'internal_cv_score': -2963879634980.986}"
"RandomForestRegressor(input_matrix, RandomForestRegressor__bootstrap=True, RandomForestRegressor__max_features=0.45, RandomForestRegressor__min_samples_leaf=20, RandomForestRegressor__min_samples_split=13, RandomForestRegressor__n_estimators=100)",-2965754455635.5454,"{'generation': 2, 'mutation_count': 1, 'crossover_count': 0, 'predecessor': ('RandomForestRegressor(input_matrix, RandomForestRegressor__bootstrap=True, RandomForestRegressor__max_features=0.5, RandomForestRegressor__min_samples_leaf=20, RandomForestRegressor__min_samples_split=13, RandomForestRegressor__n_estimators=100)',), 'operator_count': 1, 'internal_cv_score': -2965754455635.5454}"
"ExtraTreesRegressor(input_matrix, ExtraTreesRegressor__bootstrap=True, ExtraTreesRegressor__max_features=0.9000000000000001, ExtraTreesRegressor__min_samples_leaf=3, ExtraTreesRegressor__min_samples_split=20, ExtraTreesRegressor__n_estimators=100)",-2967475371712.772,"{'generation': 5, 'mutation_count': 5, 'crossover_count': 0, 'predecessor': ('ExtraTreesRegressor(ZeroCount(input_matrix), ExtraTreesRegressor__bootstrap=True, ExtraTreesRegressor__max_features=0.9000000000000001, ExtraTreesRegressor__min_samples_leaf=3, ExtraTreesRegressor__min_samples_split=20, ExtraTreesRegressor__n_estimators=100)',), 'operator_count': 1, 'internal_cv_score': -2967475371712.772}"
"ExtraTreesRegressor(input_matrix, ExtraTreesRegressor__bootstrap=False, ExtraTreesRegressor__max_features=0.6500000000000001, ExtraTreesRegressor__min_samples_leaf=8, ExtraTreesRegressor__min_samples_split=2, ExtraTreesRegressor__n_estimators=100)",-2968747951616.426,"{'generation': 5, 'mutation_count': 1, 'crossover_count': 0, 'predecessor': ('ExtraTreesRegressor(input_matrix, ExtraTreesRegressor__bootstrap=False, ExtraTreesRegressor__max_features=0.15000000000000002, ExtraTreesRegressor__min_samples_leaf=8, ExtraTreesRegressor__min_samples_split=2, ExtraTreesRegressor__n_estimators=100)',), 'operator_count': 1, 'internal_cv_score': -2968747951616.426}"
"ExtraTreesRegressor(input_matrix, ExtraTreesRegressor__bootstrap=False, ExtraTreesRegressor__max_features=0.8, ExtraTreesRegressor__min_samples_leaf=17, ExtraTreesRegressor__min_samples_split=2, ExtraTreesRegressor__n_estimators=100)",-2971621910686.075,"{'generation': 2, 'mutation_count': 1, 'crossover_count': 0, 'predecessor': ('ExtraTreesRegressor(input_matrix, ExtraTreesRegressor__bootstrap=False, ExtraTreesRegressor__max_features=0.8, ExtraTreesRegressor__min_samples_leaf=6, ExtraTreesRegressor__min_samples_split=2, ExtraTreesRegressor__n_estimators=100)',), 'operator_count': 1, 'internal_cv_score': -2971621910686.075}"
"ExtraTreesRegressor(input_matrix, ExtraTreesRegressor__bootstrap=False, ExtraTreesRegressor__max_features=0.8, ExtraTreesRegressor__min_samples_leaf=17, ExtraTreesRegressor__min_samples_split=5, ExtraTreesRegressor__n_estimators=100)",-2973609340493.829,"{'generation': 4, 'mutation_count': 2, 'crossover_count': 0, 'predecessor': ('ExtraTreesRegressor(input_matrix, ExtraTreesRegressor__bootstrap=False, ExtraTreesRegressor__max_features=0.8, ExtraTreesRegressor__min_samples_leaf=17, ExtraTreesRegressor__min_samples_split=2, ExtraTreesRegressor__n_estimators=100)',), 'operator_count': 1, 'internal_cv_score': -2973609340493.829}"
"ExtraTreesRegressor(ZeroCount(input_matrix), ExtraTreesRegressor__bootstrap=False, ExtraTreesRegressor__max_features=0.9000000000000001, ExtraTreesRegressor__min_samples_leaf=3, ExtraTreesRegressor__min_samples_split=20, ExtraTreesRegressor__n_estimators=100)",-2976270303420.3076,"{'generation': 5, 'mutation_count': 5, 'crossover_count': 2, 'predecessor': ('ExtraTreesRegressor(ZeroCount(input_matrix), ExtraTreesRegressor__bootstrap=True, ExtraTreesRegressor__max_features=0.9000000000000001, ExtraTreesRegressor__min_samples_leaf=3, ExtraTreesRegressor__min_samples_split=20, ExtraTreesRegressor__n_estimators=100)', 'ExtraTreesRegressor(input_matrix, ExtraTreesRegressor__bootstrap=False, ExtraTreesRegressor__max_features=0.15000000000000002, ExtraTreesRegressor__min_samples_leaf=6, ExtraTreesRegressor__min_samples_split=2, ExtraTreesRegressor__n_estimators=100)'), 'operator_count': 2, 'internal_cv_score': -2976270303420.3076}"
"ExtraTreesRegressor(input_matrix, ExtraTreesRegressor__bootstrap=False, ExtraTreesRegressor__max_features=0.3, ExtraTreesRegressor__min_samples_leaf=10, ExtraTreesRegressor__min_samples_split=2, ExtraTreesRegressor__n_estimators=100)",-2976719428075.4307,"{'generation': 5, 'mutation_count': 4, 'crossover_count': 0, 'predecessor': ('ExtraTreesRegressor(input_matrix, ExtraTreesRegressor__bootstrap=False, ExtraTreesRegressor__max_features=0.55, ExtraTreesRegressor__min_samples_leaf=10, ExtraTreesRegressor__min_samples_split=2, ExtraTreesRegressor__n_estimators=100)',), 'operator_count': 1, 'internal_cv_score': -2976719428075.4307}"
"RandomForestRegressor(input_matrix, RandomForestRegressor__bootstrap=False, RandomForestRegressor__max_features=0.05, RandomForestRegressor__min_samples_leaf=17, RandomForestRegressor__min_samples_split=7, RandomForestRegressor__n_estimators=100)",-2976910742464.795,"{'generation': 5, 'mutation_count': 2, 'crossover_count': 0, 'predecessor': ('RandomForestRegressor(input_matrix, RandomForestRegressor__bootstrap=False, RandomForestRegressor__max_features=0.05, RandomForestRegressor__min_samples_leaf=17, RandomForestRegressor__min_samples_split=4, RandomForestRegressor__n_estimators=100)',), 'operator_count': 1, 'internal_cv_score': -2976910742464.795}"
"ExtraTreesRegressor(input_matrix, ExtraTreesRegressor__bootstrap=False, ExtraTreesRegressor__max_features=0.55, ExtraTreesRegressor__min_samples_leaf=14, ExtraTreesRegressor__min_samples_split=10, ExtraTreesRegressor__n_estimators=100)",-2976985256506.7266,"{'generation': 5, 'mutation_count': 2, 'crossover_count': 1, 'predecessor': ('ExtraTreesRegressor(input_matrix, ExtraTreesRegressor__bootstrap=False, ExtraTreesRegressor__max_features=0.55, ExtraTreesRegressor__min_samples_leaf=6, ExtraTreesRegressor__min_samples_split=10, ExtraTreesRegressor__n_estimators=100)',), 'operator_count': 1, 'internal_cv_score': -2976985256506.7266}"
"ExtraTreesRegressor(input_matrix, ExtraTreesRegressor__bootstrap=False, ExtraTreesRegressor__max_features=0.55, ExtraTreesRegressor__min_samples_leaf=6, ExtraTreesRegressor__min_samples_split=2, ExtraTreesRegressor__n_estimators=100)",-2979267850052.0894,"{'generation': 2, 'mutation_count': 1, 'crossover_count': 0, 'predecessor': ('ExtraTreesRegressor(input_matrix, ExtraTreesRegressor__bootstrap=False, ExtraTreesRegressor__max_features=0.8, ExtraTreesRegressor__min_samples_leaf=6, ExtraTreesRegressor__min_samples_split=2, ExtraTreesRegressor__n_estimators=100)',), 'operator_count': 1, 'internal_cv_score': -2979267850052.0894}"
"RandomForestRegressor(input_matrix, RandomForestRegressor__bootstrap=False, RandomForestRegressor__max_features=0.05, RandomForestRegressor__min_samples_leaf=17, RandomForestRegressor__min_samples_split=18, RandomForestRegressor__n_estimators=100)",-2979479992426.8765,"{'generation': 5, 'mutation_count': 2, 'crossover_count': 0, 'predecessor': ('RandomForestRegressor(input_matrix, RandomForestRegressor__bootstrap=False, RandomForestRegressor__max_features=0.05, RandomForestRegressor__min_samples_leaf=17, RandomForestRegressor__min_samples_split=4, RandomForestRegressor__n_estimators=100)',), 'operator_count': 1, 'internal_cv_score': -2979479992426.8765}"
"RandomForestRegressor(input_matrix, RandomForestRegressor__bootstrap=False, RandomForestRegressor__max_features=0.05, RandomForestRegressor__min_samples_leaf=17, RandomForestRegressor__min_samples_split=16, RandomForestRegressor__n_estimators=100)",-2979801476689.9585,"{'generation': 0, 'mutation_count': 0, 'crossover_count': 0, 'predecessor': ('ROOT',), 'operator_count': 1, 'internal_cv_score': -2979801476689.9585}"
